Year,NPRI_ID / No_INRP,NAICS / Code_SCIAN,Quantity,Material
2015,3701,324110,0.007,LEAD
2015,3704,324110,3.606,LEAD
2015,3824,331110,200612.605,LEAD
2015,3962,324110,18.7848,LEAD
2015,10403,221119,79,LEAD
2015,10418,331529,1,LEAD
2015,11829,334410,0,LEAD
2014,239,322121,67.39,LEAD
2014,775,322122,267.82,LEAD
2014,928,322112,17.759,LEAD
2014,1236,331410,1.5338,LEAD
2014,1471,331410,123,LEAD
2014,1809,221112,53,LEAD
2014,2537,562210,157646,LEAD
2014,2603,327215,0,LEAD
2014,2607,322112,518.82,LEAD
2014,3185,322121,314.89,LEAD
2014,3701,324110,0.2,LEAD
2014,3704,324110,3.3006,LEAD
2014,3824,331110,232831.445,LEAD
2014,3962,324110,59.2341,LEAD
2014,10403,221119,78,LEAD
2014,11829,334410,0,LEAD
2013,239,322121,96.48,LEAD
2013,775,322122,231.2,LEAD
2013,928,322112,17.546,LEAD
2013,1236,331410,1.4191,LEAD
2013,1471,331410,137,LEAD
2013,1715,336390,0.0047,LEAD
2013,1809,221112,477,LEAD
2013,1861,221112,0,LEAD
2013,2537,562210,159213,LEAD
2013,2603,327215,0,LEAD
2013,2607,322112,622.17,LEAD
2013,3185,322121,247.56,LEAD
2013,3704,324110,1.437,LEAD
2013,3824,331110,195367.776,LEAD
2013,3962,324110,9.5614,LEAD
2013,10403,221119,67,LEAD
2012,239,322121,90.5,LEAD
2012,775,322122,125.34,LEAD
2012,928,322112,18.641,LEAD
2012,1236,331410,0.7486,LEAD
2012,1471,331410,322.3,LEAD
2012,1809,221112,700,LEAD
2012,1861,221112,0,LEAD
2012,2537,562210,212712,LEAD
2012,2607,322112,40.5,LEAD
2012,3048,221112,0,LEAD
2012,3185,322121,322.32,LEAD
2012,3238,221112,100,LEAD
2012,3704,324110,1.2,LEAD
2012,3962,324110,5.1867,LEAD
2012,5761,331514,90.2324,LEAD
2012,10160,562210,69.5985,LEAD
2012,10403,221119,71,LEAD
2012,11603,331490,1.79,LEAD
2012,11903,418110,169761.477,LEAD
2011,207,326198,0,LEAD
2011,207,326198,0,LEAD
2011,207,326198,0,LEAD
2011,775,322122,13.25,LEAD
2011,775,322122,0,LEAD
2011,775,322122,0,LEAD
2011,917,322121,0,LEAD
2011,917,322121,0,LEAD
2011,917,322121,0,LEAD
2011,928,322112,0,LEAD
2011,928,322112,0,LEAD
2011,928,322112,21.689,LEAD
2011,1152,326198,0,LEAD
2011,1152,326198,0,LEAD
2011,1152,326198,0,LEAD
2011,1236,331410,0.3496,LEAD
2011,1465,212232,0,LEAD
2011,1465,212232,0,LEAD
2011,1465,212232,0,LEAD
2011,1471,331410,405,LEAD
2011,1471,331410,0,LEAD
2011,1471,331410,0,LEAD
2011,1495,325189,0,LEAD
2011,1495,325189,0,LEAD
2011,1495,325189,0,LEAD
2011,1568,212220,0,LEAD
2011,1568,212220,0,LEAD
2011,1568,212220,0,LEAD
2011,1645,336310,0,LEAD
2011,1645,336310,0,LEAD
2011,1645,336310,0,LEAD
2011,1809,221112,3.07,LEAD
2011,1861,221112,1261,LEAD
2011,2161,331110,0,LEAD
2011,2161,331110,0,LEAD
2011,2161,331110,0,LEAD
2011,2399,332810,0,LEAD
2011,2399,332810,0,LEAD
2011,2399,332810,0,LEAD
2011,2537,562210,5070905,LEAD
2011,2603,327215,0,LEAD
2011,2603,327215,0,LEAD
2011,2603,327215,0,LEAD
2011,2607,322112,221.47,LEAD
2011,3048,221112,25.5,LEAD
2011,3185,322121,343.77,LEAD
2011,3238,221112,220,LEAD
2011,3279,334410,0,LEAD
2011,3279,334410,0,LEAD
2011,3279,334410,0,LEAD
2011,3430,325510,0,LEAD
2011,3430,325510,0,LEAD
2011,3430,325510,0,LEAD
2011,3704,324110,34.5,LEAD
2011,3713,331110,0,LEAD
2011,3713,331110,0,LEAD
2011,3713,331110,0,LEAD
2011,3769,339990,0,LEAD
2011,3769,339990,0,LEAD
2011,3769,339990,0,LEAD
2011,3810,212220,0,LEAD
2011,3810,212220,0,LEAD
2011,3810,212220,0,LEAD
2011,3824,331110,0,LEAD
2011,3824,331110,0,LEAD
2011,3824,331110,0,LEAD
2011,3855,331110,0,LEAD
2011,3855,331110,0,LEAD
2011,3855,331110,0,LEAD
2011,3962,324110,64.967,LEAD
2011,3962,324110,0,LEAD
2011,3962,324110,0,LEAD
2011,4169,331110,0,LEAD
2011,4169,331110,0,LEAD
2011,4169,331110,0,LEAD
2011,4435,221320,0,LEAD
2011,4435,221320,0,LEAD
2011,4435,221320,0,LEAD
2011,4527,332810,0,LEAD
2011,4527,332810,0,LEAD
2011,4527,332810,0,LEAD
2011,5656,212220,0,LEAD
2011,5656,212220,0,LEAD
2011,5656,212220,0,LEAD
2011,5874,331529,0,LEAD
2011,5874,331529,0,LEAD
2011,5874,331529,0,LEAD
2011,5885,321216,0,LEAD
2011,5885,321216,0,LEAD
2011,5885,321216,0,LEAD
2011,7170,321217,0,LEAD
2011,7170,321217,0,LEAD
2011,7170,321217,0,LEAD
2011,7325,331490,0,LEAD
2011,7325,331490,0,LEAD
2011,7325,331490,0,LEAD
2011,7602,326114,0,LEAD
2011,10160,562210,53.1883,LEAD
2011,10296,326198,0,LEAD
2011,10296,326198,0,LEAD
2011,10296,326198,0,LEAD
2011,10403,221119,0,LEAD
2011,10403,221119,0,LEAD
2011,10403,221119,75,LEAD
2011,10424,332999,0,LEAD
2011,10424,332999,0,LEAD
2011,10424,332999,0,LEAD
2011,10700,335990,0,LEAD
2011,10700,335990,0,LEAD
2011,10700,335990,0,LEAD
2011,10967,562210,785.322,LEAD
2011,11603,331490,0.001,LEAD
2011,11603,331490,0,LEAD
2011,11603,331490,0,LEAD
2011,11713,541710,0,LEAD
2011,11713,541710,0,LEAD
2011,11713,541710,0,LEAD
2011,11733,326220,0,LEAD
2011,11733,326220,0,LEAD
2011,11733,326220,0,LEAD
2011,11796,212220,0,LEAD
2011,11796,212220,0,LEAD
2011,11796,212220,0,LEAD
2011,11903,418110,186052.5,LEAD
2011,11903,418110,0,LEAD
2011,11903,418110,0,LEAD
2010,928,322112,26.014,LEAD
2010,1236,331410,0.1416,LEAD
2010,1471,331410,241,LEAD
2010,1809,221112,3040,LEAD
2010,1861,221112,5870,LEAD
2010,2537,562210,489509,LEAD
2010,2607,322112,65.3,LEAD
2010,2815,212233,0,LEAD
2010,2815,212233,0,LEAD
2010,2815,212233,0,LEAD
2010,3048,221112,330,LEAD
2010,3185,322121,318.902,LEAD
2010,3238,221112,600,LEAD
2010,3704,324110,4.6,LEAD
2010,3962,324110,77.228,LEAD
2010,7414,326290,0,LEAD
2010,10149,221320,0,LEAD
2010,10160,562210,150.98,LEAD
2010,10403,221119,91.3842,LEAD
2010,11903,418110,172316,LEAD
2009,775,322122,175.7,LEAD
2009,928,322112,27.866,LEAD
2009,1236,331410,0.173,LEAD
2009,1471,331410,325,LEAD
2009,1809,221112,3900,LEAD
2009,1861,221112,3300,LEAD
2009,2161,331110,70221.2,LEAD
2009,2537,562210,3880276,LEAD
2009,3048,221112,0,LEAD
2009,3161,221113,0,LEAD
2009,3161,221113,0,LEAD
2009,3161,221113,0,LEAD
2009,3185,322121,334.193,LEAD
2009,3238,221112,120,LEAD
2009,3279,334410,0,LEAD
2009,3279,334410,0,LEAD
2009,3279,334410,0,LEAD
2009,3824,331110,106904,LEAD
2009,3962,324110,192.656,LEAD
2009,7414,326290,0,LEAD
2009,10149,221320,0,LEAD
2009,10160,562210,87.37,LEAD
2009,10403,221119,63.455,LEAD
2009,10622,331490,8840.476,LEAD
2008,462,322112,227.692,LEAD
2008,775,322122,331.4,LEAD
2008,928,322112,56.442,LEAD
2008,1236,331410,0.5,LEAD
2008,1471,331410,754,LEAD
2008,1809,221112,9749.398,LEAD
2008,1861,221112,9185.059,LEAD
2008,2161,331110,4684.5,LEAD
2008,2537,562210,1577000,LEAD
2008,3048,221112,169.318,LEAD
2008,3161,221113,0,LEAD
2008,3161,221113,0,LEAD
2008,3161,221113,0,LEAD
2008,3185,322121,430.622,LEAD
2008,3238,221112,722.169,LEAD
2008,3824,331110,176213,LEAD
2008,3962,324110,128.722,LEAD
2008,7170,321217,165.74,LEAD
2008,7414,326290,0,LEAD
2008,10149,221320,0,LEAD
2008,10160,562210,92.497,LEAD
2008,10400,221320,26,LEAD
2008,10403,221119,56.752,LEAD
2008,10622,331490,8859.5,LEAD
2007,462,322112,167.139,LEAD
2007,775,322122,606.2,LEAD
2007,928,322112,112.014,LEAD
2007,1236,331410,0.5,LEAD
2007,1471,331410,758,LEAD
2007,1809,221112,16795.754,LEAD
2007,1861,221112,8493,LEAD
2007,2161,331110,4684.5,LEAD
2007,2537,562210,1201023,LEAD
2007,3048,221112,661.685,LEAD
2007,3161,221113,0,LEAD
2007,3161,221113,0,LEAD
2007,3161,221113,0,LEAD
2007,3185,322121,374.264,LEAD
2007,3238,221112,774.875,LEAD
2007,3824,331110,168734,LEAD
2007,3899,324190,58,LEAD
2007,3962,324110,137.05,LEAD
2007,4495,331420,0,LEAD
2007,7414,326290,0,LEAD
2007,10149,221320,0,LEAD
2007,10160,562210,51.15,LEAD
2007,10400,221320,20,LEAD
2007,10403,221119,68.213,LEAD
2007,10622,331490,6166.8,LEAD
2006,462,322112,167.139,LEAD
2006,775,322122,19.2,LEAD
2006,928,322112,304.198,LEAD
2006,1236,331410,0.5,LEAD
2006,1471,331410,618,LEAD
2006,1809,221112,10694.806,LEAD
2006,1861,221112,7507.815,LEAD
2006,2537,562210,1206000,LEAD
2006,3048,221112,1181.577,LEAD
2006,3161,221113,0,LEAD
2006,3161,221113,0,LEAD
2006,3161,221113,0,LEAD
2006,3185,322121,428.411,LEAD
2006,3238,221112,369.636,LEAD
2006,3824,331110,141855,LEAD
2006,3899,324190,80,LEAD
2006,3962,324110,271.614,LEAD
2006,4495,331420,0,LEAD
2006,5888,562210,0,LEAD
2006,7414,326290,0,LEAD
2006,10149,221320,160,LEAD
2006,10160,562210,128.91,LEAD
2006,10400,221320,20,LEAD
2006,10622,331490,14745,LEAD
2005,462,322112,179.403,LEAD
2005,928,322112,120.27,LEAD
2005,1197,322121,0,LEAD
2005,1236,331410,4,LEAD
2005,1471,331410,359,LEAD
2005,1809,221112,13546.151,LEAD
2005,1861,221112,12823,LEAD
2005,2537,562210,485000,LEAD
2005,3048,221112,644.641,LEAD
2005,3147,541990,3.15,LEAD
2005,3161,221113,0,LEAD
2005,3161,221113,0,LEAD
2005,3161,221113,0,LEAD
2005,3238,221112,861.81,LEAD
2005,3824,331110,137389,LEAD
2005,3962,324110,217.82,LEAD
2005,4358,326198,10,LEAD
2005,4435,221320,458,LEAD
2005,4495,331420,0,LEAD
2005,5888,562210,0,LEAD
2005,7414,326290,0,LEAD
2005,10149,221320,75,LEAD
2005,10160,562210,170,LEAD
2005,10400,221320,31,LEAD
2005,10622,331490,14946.361,LEAD
2004,462,322112,178.8,LEAD
2004,928,322112,150.1,LEAD
2004,1197,322121,1.093,LEAD
2004,1236,331410,4,LEAD
2004,1471,331410,427,LEAD
2004,1809,221112,12500,LEAD
2004,1861,221112,2250,LEAD
2004,2537,562210,353000,LEAD
2004,3048,221112,253.8,LEAD
2004,3147,541990,3.111,LEAD
2004,3238,221112,330,LEAD
2004,3475,326114,18,LEAD
2004,3824,331110,113740,LEAD
2004,3962,324110,270.35,LEAD
2004,4435,221320,339,LEAD
2004,7414,326290,0.007,LEAD
2004,10149,221320,24,LEAD
2004,10160,562210,60,LEAD
2004,10400,221320,23,LEAD
2004,10622,331490,15376,LEAD
2003,462,322112,203.5,LEAD
2003,928,322112,148.8,LEAD
2003,1197,322112,11.299,LEAD
2003,1236,331410,0.4,LEAD
2003,1471,331410,246,LEAD
2003,1809,221112,14303,LEAD
2003,1861,221112,13036,LEAD
2003,3147,541990,2.692,LEAD
2003,3185,322112,248.629,LEAD
2003,3824,331110,98950,LEAD
2003,3962,324110,276,LEAD
2003,4435,221320,380.3,LEAD
2003,5657,562210,157059,LEAD
2003,7414,326290,0.01,LEAD
2003,10149,221320,0.008,LEAD
2003,10160,812990,60,LEAD
2003,10400,221320,0.007,LEAD
2003,10622,331490,11122,LEAD
2002,775,113210,260.9,LEAD
2002,928,322112,144.7,LEAD
2002,931,326198,20000,LEAD
2002,978,322122,72.04,LEAD
2002,1197,322112,18.76,LEAD
2002,1236,331410,0,LEAD
2002,1471,331410,482,LEAD
2002,1809,221112,19627,LEAD
2002,1861,221112,21289,LEAD
2002,2240,221320,1276,LEAD
2002,2537,562210,1098000,LEAD
2002,3048,221112,1810,LEAD
2002,3147,541990,3,LEAD
2002,3185,322112,277.393,LEAD
2002,3238,221112,1070,LEAD
2002,3824,331110,85681,LEAD
2002,3962,324110,275.006,LEAD
2002,4435,221320,522,LEAD
2002,7332,327215,0,LEAD
2002,7414,326290,0.01,LEAD
2002,10149,221320,0.14,LEAD
2002,10260,562990,0.11,LEAD
2002,10294,221320,73.737,LEAD
2001,1236,331410,0,LEAD
2001,1471,331410,525,LEAD
2001,1809,221112,16201,LEAD
2001,1861,221112,25697,LEAD
2001,2537,562210,774500,LEAD
2001,3147,541990,3,LEAD
2001,3824,331110,59500,LEAD
2000,1236,331410,0,LEAD
2000,1471,331410,189,LEAD
2000,1809,221112,17448,LEAD
2000,1861,221112,30769,LEAD
2000,2537,562210,2661800,LEAD
2000,3147,541990,3,LEAD
2000,3824,331110,77052,LEAD
2000,3901,324110,40,LEAD
1999,1236,331410,0,LEAD
1999,1471,331410,420,LEAD
1999,1809,221112,13341,LEAD
1999,1861,221112,21005,LEAD
1999,2537,562210,2263600,LEAD
1999,3048,221112,811,LEAD
1999,3147,541990,0,LEAD
1999,3824,331110,74207,LEAD
1999,3901,324110,2,LEAD
1999,5850,327310,13040,LEAD
1998,1236,331410,0,LEAD
1998,1471,331410,431,LEAD
1998,1809,221112,11130,LEAD
1998,1861,221112,13270,LEAD
1998,2537,562210,51859,LEAD
1998,3048,221112,1350,LEAD
1998,3147,541990,0,LEAD
1998,3824,331110,82800,LEAD
1997,1236,331410,1,LEAD
1997,1471,331410,408,LEAD
1997,1861,221112,7120,LEAD
1997,2537,562210,51859,LEAD
1997,3147,541990,0,LEAD
1997,3824,331110,87600,LEAD
1996,734,335990,0,LEAD
1996,1236,331410,1,LEAD
1996,1471,331410,423,LEAD
1996,1861,221112,3000,LEAD
1996,2537,562210,51859,LEAD
1996,3147,541990,0,LEAD
1996,3824,331110,166000,LEAD
1995,734,335990,698,LEAD
1995,1471,331410,745,LEAD
1995,1776,324110,78,LEAD
1995,3147,541990,0,LEAD
1995,3824,331110,284000,LEAD
1994,734,335990,669,LEAD
1994,1471,331410,204,LEAD
1994,1776,324110,140,LEAD
1994,2182,327310,5700,LEAD
1994,3824,331110,220000,LEAD
2016,1233,212232,176482.546,LEAD
2016,1233,212232,876.254,LEAD
2016,1236,331410,4730.9424,LEAD
2016,1465,212232,379193,LEAD
2016,1568,212220,25615,LEAD
2016,1941,212220,31210,LEAD
2016,1941,212220,7806,LEAD
2016,2710,212220,7086.0332,LEAD
2016,2710,212220,2108.6787,LEAD
2016,2815,212233,1137022.5,LEAD
2016,3197,212220,77818,LEAD
2016,3197,212220,29810,LEAD
2016,5656,212220,186949.298,LEAD
2016,7051,212220,6726.848,LEAD
2016,7369,212299,4370,LEAD
2016,10010,212220,5050,LEAD
2016,10201,212232,1200,LEAD
2016,10202,212232,135,LEAD
2016,10203,212232,8410,LEAD
2016,10622,331490,3826.1,LEAD
2016,10625,212326,1614.3279,LEAD
2016,10984,212392,7009.41,LEAD
2016,11154,212232,0.19,LEAD
2016,11454,212220,890.293,LEAD
2016,11454,212220,1414.979,LEAD
2016,11588,212232,-132.3,LEAD
2016,11608,212232,709.709,LEAD
2016,11743,212220,9799,LEAD
2016,11796,212220,53584.696,LEAD
2016,11867,212220,53000,LEAD
2016,11867,212220,251000,LEAD
2016,11878,212232,1600,LEAD
2016,26132,212220,63834.18,LEAD
2016,26132,212220,-15577.533,LEAD
2015,1233,212232,130471.45,LEAD
2015,1233,212232,1955.307,LEAD
2015,1236,331410,11160.228,LEAD
2015,1465,212232,379400,LEAD
2015,1568,212220,19405,LEAD
2015,1941,212220,30493,LEAD
2015,1941,212220,5293,LEAD
2015,2710,212220,7570.1704,LEAD
2015,2710,212220,4576.9065,LEAD
2015,2815,212233,728039.4,LEAD
2015,3197,212220,48723,LEAD
2015,3197,212220,23609,LEAD
2015,3810,212220,31540.43,LEAD
2015,5656,212220,187060.455,LEAD
2015,7051,212220,6460.712,LEAD
2015,7369,212299,15210,LEAD
2015,10010,212220,5240,LEAD
2015,10201,212232,1504,LEAD
2015,10202,212232,70,LEAD
2015,10203,212232,5980,LEAD
2015,10622,331490,6575.93,LEAD
2015,10625,212326,565.176,LEAD
2015,10984,212392,3029.87,LEAD
2015,11454,212220,654,LEAD
2015,11454,212220,356.3,LEAD
2015,11514,212232,11781,LEAD
2015,11588,212232,-296.28,LEAD
2015,11743,212220,9194,LEAD
2015,11796,212220,37047.103,LEAD
2015,11852,212220,229.4338,LEAD
2015,11852,212220,41419.4298,LEAD
2015,11867,212220,110443,LEAD
2015,11867,212220,257667,LEAD
2015,11877,212232,0,LEAD
2015,11878,212232,2100,LEAD
2015,26132,212220,71192.804,LEAD
2015,26132,212220,-20445.606,LEAD
2015,26263,212232,0,LEAD
2014,1233,212232,257793,LEAD
2014,1233,212232,2844.251,LEAD
2014,1236,331410,11727.6499,LEAD
2014,1465,212232,266100,LEAD
2014,1568,212220,16362,LEAD
2014,1941,212220,37251,LEAD
2014,1941,212220,-11871,LEAD
2014,2710,212220,3808.631,LEAD
2014,2710,212220,33.558,LEAD
2014,2815,212233,1290913.3,LEAD
2014,3197,212220,45016,LEAD
2014,3197,212220,27518,LEAD
2014,3810,212220,52767.94,LEAD
2014,5656,212220,197835.21,LEAD
2014,7051,212220,6477.966,LEAD
2014,7369,212299,35700,LEAD
2014,10010,212220,102092,LEAD
2014,10201,212232,1450,LEAD
2014,10202,212232,165,LEAD
2014,10203,212232,2890,LEAD
2014,10622,331490,9233.98,LEAD
2014,10625,212326,338.997,LEAD
2014,10984,212392,2474.23,LEAD
2014,11032,212232,-454.035,LEAD
2014,11238,212232,900.846,LEAD
2014,11454,212220,2769.936,LEAD
2014,11454,212220,1045.076,LEAD
2014,11514,212232,7880.928,LEAD
2014,11588,212232,-146.124,LEAD
2014,11608,212232,-3016.366,LEAD
2014,11743,212220,14513.986,LEAD
2014,11794,212220,2194,LEAD
2014,11796,212220,29525.01,LEAD
2014,11796,212220,331.47,LEAD
2014,11867,212220,57700,LEAD
2014,11867,212220,121680,LEAD
2014,11877,212232,0,LEAD
2014,11878,212232,2490,LEAD
2014,26132,212220,90793.43,LEAD
2014,26132,212220,85724.77,LEAD
2014,26263,212232,0,LEAD
2013,1233,212232,256730.78,LEAD
2013,1233,212232,3358.331,LEAD
2013,1236,331410,9622.34,LEAD
2013,1465,212232,434850,LEAD
2013,1568,212220,18.95,LEAD
2013,1941,212220,31574,LEAD
2013,1941,212220,-30172,LEAD
2013,2710,212220,4482.522,LEAD
2013,2710,212220,3362.232,LEAD
2013,2815,212233,478116.1,LEAD
2013,3197,212220,35589,LEAD
2013,3197,212220,28426,LEAD
2013,5656,212220,225471.6,LEAD
2013,5684,212398,27697,LEAD
2013,5684,212398,2116,LEAD
2013,7051,212220,7211.333,LEAD
2013,7369,212299,5100,LEAD
2013,10010,212220,7214,LEAD
2013,10010,212220,3567,LEAD
2013,10201,212232,1090,LEAD
2013,10202,212232,450,LEAD
2013,10203,212232,3910,LEAD
2013,10622,331490,10226.86,LEAD
2013,10625,212326,479.82,LEAD
2013,10984,212392,2799.34,LEAD
2013,11032,212232,-283.493,LEAD
2013,11238,212232,1594.89,LEAD
2013,11454,212220,2877.192,LEAD
2013,11454,212220,395.8645,LEAD
2013,11608,212232,-34.433,LEAD
2013,11743,212220,14306,LEAD
2013,11794,212220,6225.425,LEAD
2013,11796,212220,14956,LEAD
2013,11796,212220,848,LEAD
2013,11867,212220,87534,LEAD
2013,11867,212220,23832,LEAD
2013,11877,212232,1180,LEAD
2013,11878,212232,3750,LEAD
2013,26132,212220,112944.878,LEAD
2013,26132,212220,258611.886,LEAD
2013,26263,212232,107970,LEAD
2012,1233,212232,213511.43,LEAD
2012,1233,212232,3400.555,LEAD
2012,1236,331410,10016.02,LEAD
2012,1465,212232,365500,LEAD
2012,1568,212220,18072,LEAD
2012,1941,212220,41681,LEAD
2012,1941,212220,-14704,LEAD
2012,2710,212220,5147.815,LEAD
2012,2710,212220,3193.278,LEAD
2012,2815,331410,1667836.7,LEAD
2012,3197,212220,49932,LEAD
2012,3197,212220,22318,LEAD
2012,5656,212220,210543.624,LEAD
2012,5684,212398,54873.996,LEAD
2012,5684,212398,17216.092,LEAD
2012,7051,212220,7357.01,LEAD
2012,7369,212299,4247,LEAD
2012,10010,212220,4914,LEAD
2012,10010,212220,2928,LEAD
2012,10201,212232,1326,LEAD
2012,10202,212232,329,LEAD
2012,10203,212232,17632,LEAD
2012,10205,212232,445,LEAD
2012,10622,331490,8157.88,LEAD
2012,10625,212326,516.6004,LEAD
2012,10984,212392,2818.5,LEAD
2012,11154,212232,-266.9,LEAD
2012,11238,212232,2049.033,LEAD
2012,11454,212220,2973.996,LEAD
2012,11454,212220,296.5183,LEAD
2012,11514,212232,401.55,LEAD
2012,11743,212220,13976,LEAD
2012,11794,212220,1545.4854,LEAD
2012,11796,212220,11113.35,LEAD
2012,11796,212220,1007,LEAD
2012,11867,212220,26366,LEAD
2012,11877,212232,11156,LEAD
2012,11878,212232,5022,LEAD
2012,26132,212220,67489.24,LEAD
2012,26132,212220,246203.371,LEAD
2012,26263,212232,271800,LEAD
2011,1233,212232,190783.064,LEAD
2011,1233,212232,317.296,LEAD
2011,1236,331410,20022.588,LEAD
2011,1465,212232,429000,LEAD
2011,1465,212232,0,LEAD
2011,1568,212220,24706,LEAD
2011,1568,212220,0,LEAD
2011,1941,212220,45929,LEAD
2011,1941,212220,-3492,LEAD
2011,2710,212220,4849.506,LEAD
2011,2710,212220,2821.433,LEAD
2011,2815,331410,1130325.59,LEAD
2011,3197,212220,40151,LEAD
2011,3197,212220,23208.6491,LEAD
2011,3810,212220,0,LEAD
2011,3810,212220,55069.55,LEAD
2011,5656,212220,234384.03,LEAD
2011,5656,212220,0,LEAD
2011,5684,212398,56343.37,LEAD
2011,5684,212398,21881.81,LEAD
2011,7051,212220,7123,LEAD
2011,7369,212299,16980,LEAD
2011,7369,212299,0,LEAD
2011,10010,212220,5757,LEAD
2011,10010,212220,2396,LEAD
2011,10153,212233,7738,LEAD
2011,10201,212232,1119,LEAD
2011,10202,212232,662,LEAD
2011,10203,212232,16548,LEAD
2011,10622,331490,1709.138,LEAD
2011,10625,212326,906.2614,LEAD
2011,10984,212392,2445.1,LEAD
2011,11154,212232,-366.4478,LEAD
2011,11238,212232,1559.25,LEAD
2011,11454,212220,3111.216,LEAD
2011,11454,212220,160.4273,LEAD
2011,11514,212232,429.525,LEAD
2011,11743,212220,13785.279,LEAD
2011,11794,212220,5200,LEAD
2011,11796,212220,11002,LEAD
2011,11796,212220,527.39,LEAD
2011,11877,212232,13668,LEAD
2011,11878,212232,2557,LEAD
2010,1233,212232,93063.98,LEAD
2010,1233,212232,375.502,LEAD
2010,1236,331410,14424.426,LEAD
2010,1465,212232,355500,LEAD
2010,1568,212220,28000,LEAD
2010,1941,212220,41654.167,LEAD
2010,1941,212220,-749.542,LEAD
2010,2710,212220,6967.568,LEAD
2010,2710,212220,1936.537,LEAD
2010,2815,212233,1036268.2,LEAD
2010,2815,212233,0,LEAD
2010,3197,212220,46186,LEAD
2010,3197,212220,22886,LEAD
2010,3810,212220,44451.996,LEAD
2010,5656,212220,447539,LEAD
2010,5684,212398,66823.597,LEAD
2010,5684,212398,35620.326,LEAD
2010,10010,212220,3764.4,LEAD
2010,10153,212233,4009,LEAD
2010,10201,212232,190,LEAD
2010,10202,212232,220,LEAD
2010,10203,212232,-16880,LEAD
2010,10204,212232,-2100,LEAD
2010,10205,212232,84,LEAD
2010,10622,331490,15565.53,LEAD
2010,10625,212326,105.627,LEAD
2010,10984,212392,2487.8,LEAD
2010,11454,212220,2960.544,LEAD
2010,11608,212232,-474.7507,LEAD
2010,11743,212220,13649.733,LEAD
2010,11794,212220,4011.3,LEAD
2010,11796,212220,4477.04,LEAD
2010,11796,212220,473.366,LEAD
2010,11852,212220,88,LEAD
2010,11877,212232,25550,LEAD
2010,11878,212232,3800,LEAD
2009,1233,212232,119752.42,LEAD
2009,1233,212232,471.654,LEAD
2009,1236,331410,15033.688,LEAD
2009,1465,212232,103160,LEAD
2009,1568,212220,9128,LEAD
2009,1941,212220,17.364,LEAD
2009,1941,212220,5.241,LEAD
2009,2710,212220,3843,LEAD
2009,2710,212220,2259,LEAD
2009,2815,331410,1710680,LEAD
2009,3197,212220,59825,LEAD
2009,3197,212220,521312,LEAD
2009,3810,212220,8018,LEAD
2009,5656,212220,178520.3,LEAD
2009,5684,212398,24057.336,LEAD
2009,5684,212398,27545.783,LEAD
2009,7051,212220,1737,LEAD
2009,10010,212220,3445.31,LEAD
2009,10153,212233,7696,LEAD
2009,10201,212232,200,LEAD
2009,10202,212232,460,LEAD
2009,10203,212232,220,LEAD
2009,10205,212232,60,LEAD
2009,10622,331490,8840.476,LEAD
2009,10625,212326,97.0578,LEAD
2009,10984,212392,1995.7,LEAD
2009,11032,212232,11.192,LEAD
2009,11608,212232,97.21,LEAD
2008,1233,212232,4736.67,LEAD
2008,1465,212232,324070,LEAD
2008,1568,212220,10909,LEAD
2008,1941,212220,7.033,LEAD
2008,1941,212220,42.137,LEAD
2008,2710,212220,10903,LEAD
2008,2710,212220,2149,LEAD
2008,2815,331410,2211530,LEAD
2008,3197,212220,51700,LEAD
2008,3197,212220,657466,LEAD
2008,5656,212220,98562.21,LEAD
2008,7369,212299,37000,LEAD
2008,10010,212220,3104.88,LEAD
2008,10201,212232,920,LEAD
2008,10202,212232,630,LEAD
2008,10203,212232,1570,LEAD
2008,10204,212232,1920,LEAD
2008,10622,331490,8859.521,LEAD
2008,11032,212232,24.521,LEAD
2008,11154,212232,132.068,LEAD
2008,11466,212232,4943.145,LEAD
2008,11608,212232,487.703,LEAD
2007,1233,212232,4133.674,LEAD
2007,1465,212232,300670,LEAD
2007,1568,212220,11013,LEAD
2007,1941,212220,186.633,LEAD
2007,1941,212220,9.881,LEAD
2007,2710,212220,897,LEAD
2007,2710,212220,5694,LEAD
2007,2815,331410,1698820,LEAD
2007,3197,212220,234346,LEAD
2007,3197,212220,45107,LEAD
2007,5656,212220,233990.68,LEAD
2007,7369,212299,49700,LEAD
2007,10010,212220,3134.96,LEAD
2007,10201,212232,1170,LEAD
2007,10202,212232,1880,LEAD
2007,10203,212232,1180,LEAD
2007,10204,212232,650,LEAD
2007,10622,331490,6166.875,LEAD
2007,11032,212232,14.408,LEAD
2007,11154,212232,39.962,LEAD
2007,11466,212232,6018.416,LEAD
2006,1233,212232,4003.07,LEAD
2006,1400,212220,55.7,LEAD
2006,1400,212220,386.1,LEAD
2006,1465,212232,305230,LEAD
2006,1568,212220,12918,LEAD
2006,1941,212220,56.686,LEAD
2006,1941,212220,6.269,LEAD
2006,2710,212220,2139,LEAD
2006,2710,212220,5394,LEAD
2006,2815,331410,2688170,LEAD
2006,3197,212220,206127,LEAD
2006,3197,212220,59151,LEAD
2006,5656,212220,191035.89,LEAD
2006,7051,212220,1151,LEAD
2006,7369,212299,45400,LEAD
2006,10010,212220,3526.56,LEAD
2006,10201,212232,1070,LEAD
2006,10202,212232,400,LEAD
2006,10203,212232,430,LEAD
